,reviews,date_reviews,rating
10,"Original review: Jan. 18, 2023I bought a course and few days later found the course is on sale. So I requested for a refund, explaining the sale price issue. So customer support will either refund me the full money or send me an email to confirm if I am ok with a price adjustment. Instead of doing that they considered my case as Partial Refund for their convenience and issued me partial refund. I emailed them that I am expecting a full refund and then their customer care started playing with words that my initial reason made her THOUGHT I am asking for a price adjustment hence a partial refund. Anyway, later she confirmed that she has initiated a full refund and would get the money in 5-10 business days. I waited 15 days and no money was refunded, for which I had to reach their customer support again and had to go through the whole thing one more time. This time she informed that the refund was issued but it was stuck on her side (maybe they were expecting that I will forget and when I get back to them after a certain period of time, they will deny me the refund). Finally, I got informed after 15 days that I have to wait more 5-10 business days in order to get the full money back. I am in doubt whether I will receive the money or not but surely it was a horrible experience. They have zero knowledge about customer support (A.K.A customer harassment) and what makes it worse is they try to push sale. I have never expected such experience from UDEMY, because I have purchased many course from them. No more UDEMY purchase from me and would suggest others to look for other places.
                    Read full review
                ","Original review: Jan. 25, 2022",1
11,"Original review: Dec. 30, 2022I purchased a guitar course for $50.00, Udemy said that I had a month to review the course and if for any reason I don’t like it, I could cancel it and get my money back, not true after 1 month, I never got my money back, there no telephone number to call, please never, please never buy anything from Udemy, I don’t recommend buying anything from Udemy.","Original review: Jan. 18, 2023",1
12,"Original review: Oct. 22, 2022I had audio problems halfway into my course and could not solve the issue with their recommendations. I gave put in a request for a refund and have not received this. Contacting them is futile. Buyer beware…. Do not use this site.","Original review: Dec. 30, 2022",5
13,"Original review: Oct. 12, 2022I paid for a Python course and since it was very old and with errors I asked for a refund. They offered me another course, which turned out to be like the first. I wrote to the author that there were mistakes to correct them, but he did not answer me. They didn't refund my money either.","Original review: Oct. 22, 2022",4
14,"Original review: Sept. 25, 2022Hello, I have taken some Udemy courses. Some were quite good. But be careful of the ones that ask personal data from you. Some pretend it is for certification, but they may abuse it. In my case, I never share my email address with people I do not know, but I gave it to a Udemy instructor from India (Advanced Innovation Group Pro Excellence or AIGPE) and clicked on some links that I should have not clicked on. Ever since I have been receiving one after another ransom attack and phishing attempt and you name it. That was my number one email address and basically it is no longer usable. I contacted Udemy but they refused to do anything about it, probably because they just care about the sale, not what happens afterwards.","Original review: Oct. 12, 2022",1
15,"Original review: Aug. 31, 2022While I find the courses I am taking are fairly good, they are only available online, but intermittingly so through the last few days, some parts of the courses do not open altogether. More frustrating is that there is no email or phone number to contact! Frustrated customer!","Original review: Sept. 25, 2022",1
16,"Resolution response: Sept. 5, 2022Misunderstanding,Original review: Aug. 3, 2022Web courses logged me out automatically and suddenly, I have to spend times and times on talking to the robo and chat with typing and even the chat person will left the chat room suddenly without notification. Udemy totally wiped out my purchase histories even before I finished my courses (it says lifetime accesses). Time is very valuable for everyone, it is wasting my precious time, I have to spend more time to find my receipt and show the proof that I paid for and the only communication is the emails and typing. if you call the phone number, they will not answer, only asking you to go back to the website to email and wait.I do not want to get refund, I just want to finish the courses. Instructor is great, But not good experience with Udemy at all. It is provider's duty to keep the consumer's account history, they should not wipe out the history including payments, and ask consumer to find the proof. It is not the Money, it is time which is more precious. Be aware!
                    Read full review
                ","Original review: Aug. 31, 2022",1
17,"Original review: March 18, 2022A very absurd act of Udemy! I'm Vietnamese in Russia, I've been buying and studying Udemy's courses all year. I paid all for a course and it is Udemy's obligation to deliver the course according to my bill, but now why won't udemy let me continue my studies just because I'm in Russia? This action is a blatant act of stealing and appropriating property in a blatant manner. Udemy is in serious violation of consumer protection laws or frankly a SCAM (because Udemy collected my money but did NOT provide a commensurate service). A place related to education but blatantly cheating and appropriating users' assets, how does Udemy claim to be an educational tool - a civilized tool? You are behaving like a prehistoric and uncultured person. Such a tool is not qualified to teach other people how to be human. I give up Udemy forever because you are not fit for the role of imparting knowledge. PS: Who are we? We are just consumers, how can we influence the political situation of the ""big guys""? What an insult.
                    Read full review
                ","Resolution response: Sept. 5, 2022",1
18,"Original review: Jan. 27, 2022I have been an Udemy customer for more than a decade. I bought courses and have more than 100 titles that I have archived and used for reference when needed. I got excellent support for getting some discount codes when prices were too high. My purchases were high and also refunds. Refunds were requested because the course did not meet my expectations. Udemy has an apparent and unambiguous refund policy where if you are not satisfied for any reason, a refund will be processed with no questions asked.My recent purchase from Udemy was below standard and an outdated course. I wonder why Udemy cannot vet the instructors for their content. They want to promote some of the offered courses with no quality in mind. My request for a refund has been flagged. Their support process is very cumbersome. I finally managed to speak on a chat with a rep who seemed to understand my predicament and has escalated the issue for a refund. The moral of the story: stay away from Udemy as there are other good places to get online courses.
                    Read full review
                ","Original review: Aug. 3, 2022",1
19,"Original review: Jan. 25, 2022This Site shows you every type of content and when you purchase it, they will play once or twice and after that they will block your account saying that you have violated their policies and after that they will never communicate with you. Even after sending them multiple emails. Contacting them is a headache, if you check their chat support they would just create a ticket and tell that our concerned team would contact you. Now their team is so busy that they would contact after two days and if you reply on their emails that I have not violated any terms and want to communicate they will never reply to your emails. This is my experience purchased the subscription and not able to use it. They are not ever refunding my money as well. Therefore they only swallow the money.","Original review: March 18, 2022",3
20,"Original review: Jan. 18, 2023I bought a course and few days later found the course is on sale. So I requested for a refund, explaining the sale price issue. So customer support will either refund me the full money or send me an email to confirm if I am ok with a price adjustment. Instead of doing that they considered my case as Partial Refund for their convenience and issued me partial refund. I emailed them that I am expecting a full refund and then their customer care started playing with words that my initial reason made her THOUGHT I am asking for a price adjustment hence a partial refund. Anyway, later she confirmed that she has initiated a full refund and would get the money in 5-10 business days. I waited 15 days and no money was refunded, for which I had to reach their customer support again and had to go through the whole thing one more time. This time she informed that the refund was issued but it was stuck on her side (maybe they were expecting that I will forget and when I get back to them after a certain period of time, they will deny me the refund). Finally, I got informed after 15 days that I have to wait more 5-10 business days in order to get the full money back. I am in doubt whether I will receive the money or not but surely it was a horrible experience. They have zero knowledge about customer support (A.K.A customer harassment) and what makes it worse is they try to push sale. I have never expected such experience from UDEMY, because I have purchased many course from them. No more UDEMY purchase from me and would suggest others to look for other places.
                    Read full review
                ","Original review: Jan. 27, 2022",5
21,"Original review: Dec. 30, 2022I purchased a guitar course for $50.00, Udemy said that I had a month to review the course and if for any reason I don’t like it, I could cancel it and get my money back, not true after 1 month, I never got my money back, there no telephone number to call, please never, please never buy anything from Udemy, I don’t recommend buying anything from Udemy.","Original review: Jan. 25, 2022",1
22,"Original review: Oct. 22, 2022I had audio problems halfway into my course and could not solve the issue with their recommendations. I gave put in a request for a refund and have not received this. Contacting them is futile. Buyer beware…. Do not use this site.","Original review: Jan. 18, 2023",1
23,"Original review: Oct. 12, 2022I paid for a Python course and since it was very old and with errors I asked for a refund. They offered me another course, which turned out to be like the first. I wrote to the author that there were mistakes to correct them, but he did not answer me. They didn't refund my money either.","Original review: Dec. 30, 2022",1
24,"Original review: Sept. 25, 2022Hello, I have taken some Udemy courses. Some were quite good. But be careful of the ones that ask personal data from you. Some pretend it is for certification, but they may abuse it. In my case, I never share my email address with people I do not know, but I gave it to a Udemy instructor from India (Advanced Innovation Group Pro Excellence or AIGPE) and clicked on some links that I should have not clicked on. Ever since I have been receiving one after another ransom attack and phishing attempt and you name it. That was my number one email address and basically it is no longer usable. I contacted Udemy but they refused to do anything about it, probably because they just care about the sale, not what happens afterwards.","Original review: Oct. 22, 2022",5
25,"Original review: Aug. 31, 2022While I find the courses I am taking are fairly good, they are only available online, but intermittingly so through the last few days, some parts of the courses do not open altogether. More frustrating is that there is no email or phone number to contact! Frustrated customer!","Original review: Oct. 12, 2022",4
26,"Resolution response: Sept. 5, 2022Misunderstanding,Original review: Aug. 3, 2022Web courses logged me out automatically and suddenly, I have to spend times and times on talking to the robo and chat with typing and even the chat person will left the chat room suddenly without notification. Udemy totally wiped out my purchase histories even before I finished my courses (it says lifetime accesses). Time is very valuable for everyone, it is wasting my precious time, I have to spend more time to find my receipt and show the proof that I paid for and the only communication is the emails and typing. if you call the phone number, they will not answer, only asking you to go back to the website to email and wait.I do not want to get refund, I just want to finish the courses. Instructor is great, But not good experience with Udemy at all. It is provider's duty to keep the consumer's account history, they should not wipe out the history including payments, and ask consumer to find the proof. It is not the Money, it is time which is more precious. Be aware!
                    Read full review
                ","Original review: Sept. 25, 2022",1
27,"Original review: March 18, 2022A very absurd act of Udemy! I'm Vietnamese in Russia, I've been buying and studying Udemy's courses all year. I paid all for a course and it is Udemy's obligation to deliver the course according to my bill, but now why won't udemy let me continue my studies just because I'm in Russia? This action is a blatant act of stealing and appropriating property in a blatant manner. Udemy is in serious violation of consumer protection laws or frankly a SCAM (because Udemy collected my money but did NOT provide a commensurate service). A place related to education but blatantly cheating and appropriating users' assets, how does Udemy claim to be an educational tool - a civilized tool? You are behaving like a prehistoric and uncultured person. Such a tool is not qualified to teach other people how to be human. I give up Udemy forever because you are not fit for the role of imparting knowledge. PS: Who are we? We are just consumers, how can we influence the political situation of the ""big guys""? What an insult.
                    Read full review
                ","Original review: Aug. 31, 2022",1
28,"Original review: Jan. 27, 2022I have been an Udemy customer for more than a decade. I bought courses and have more than 100 titles that I have archived and used for reference when needed. I got excellent support for getting some discount codes when prices were too high. My purchases were high and also refunds. Refunds were requested because the course did not meet my expectations. Udemy has an apparent and unambiguous refund policy where if you are not satisfied for any reason, a refund will be processed with no questions asked.My recent purchase from Udemy was below standard and an outdated course. I wonder why Udemy cannot vet the instructors for their content. They want to promote some of the offered courses with no quality in mind. My request for a refund has been flagged. Their support process is very cumbersome. I finally managed to speak on a chat with a rep who seemed to understand my predicament and has escalated the issue for a refund. The moral of the story: stay away from Udemy as there are other good places to get online courses.
                    Read full review
                ","Resolution response: Sept. 5, 2022",1
29,"Original review: Jan. 25, 2022This Site shows you every type of content and when you purchase it, they will play once or twice and after that they will block your account saying that you have violated their policies and after that they will never communicate with you. Even after sending them multiple emails. Contacting them is a headache, if you check their chat support they would just create a ticket and tell that our concerned team would contact you. Now their team is so busy that they would contact after two days and if you reply on their emails that I have not violated any terms and want to communicate they will never reply to your emails. This is my experience purchased the subscription and not able to use it. They are not ever refunding my money as well. Therefore they only swallow the money.","Original review: Aug. 3, 2022",1
30,"Original review: Jan. 18, 2023I bought a course and few days later found the course is on sale. So I requested for a refund, explaining the sale price issue. So customer support will either refund me the full money or send me an email to confirm if I am ok with a price adjustment. Instead of doing that they considered my case as Partial Refund for their convenience and issued me partial refund. I emailed them that I am expecting a full refund and then their customer care started playing with words that my initial reason made her THOUGHT I am asking for a price adjustment hence a partial refund. Anyway, later she confirmed that she has initiated a full refund and would get the money in 5-10 business days. I waited 15 days and no money was refunded, for which I had to reach their customer support again and had to go through the whole thing one more time. This time she informed that the refund was issued but it was stuck on her side (maybe they were expecting that I will forget and when I get back to them after a certain period of time, they will deny me the refund). Finally, I got informed after 15 days that I have to wait more 5-10 business days in order to get the full money back. I am in doubt whether I will receive the money or not but surely it was a horrible experience. They have zero knowledge about customer support (A.K.A customer harassment) and what makes it worse is they try to push sale. I have never expected such experience from UDEMY, because I have purchased many course from them. No more UDEMY purchase from me and would suggest others to look for other places.
                    Read full review
                ","Original review: March 18, 2022",1
31,"Original review: Dec. 30, 2022I purchased a guitar course for $50.00, Udemy said that I had a month to review the course and if for any reason I don’t like it, I could cancel it and get my money back, not true after 1 month, I never got my money back, there no telephone number to call, please never, please never buy anything from Udemy, I don’t recommend buying anything from Udemy.","Original review: Jan. 27, 2022",3
32,"Original review: Oct. 22, 2022I had audio problems halfway into my course and could not solve the issue with their recommendations. I gave put in a request for a refund and have not received this. Contacting them is futile. Buyer beware…. Do not use this site.","Original review: Jan. 25, 2022",5
33,"Original review: Oct. 12, 2022I paid for a Python course and since it was very old and with errors I asked for a refund. They offered me another course, which turned out to be like the first. I wrote to the author that there were mistakes to correct them, but he did not answer me. They didn't refund my money either.","Original review: Jan. 18, 2023",1
34,"Original review: Sept. 25, 2022Hello, I have taken some Udemy courses. Some were quite good. But be careful of the ones that ask personal data from you. Some pretend it is for certification, but they may abuse it. In my case, I never share my email address with people I do not know, but I gave it to a Udemy instructor from India (Advanced Innovation Group Pro Excellence or AIGPE) and clicked on some links that I should have not clicked on. Ever since I have been receiving one after another ransom attack and phishing attempt and you name it. That was my number one email address and basically it is no longer usable. I contacted Udemy but they refused to do anything about it, probably because they just care about the sale, not what happens afterwards.","Original review: Dec. 30, 2022",1
35,"Original review: Aug. 31, 2022While I find the courses I am taking are fairly good, they are only available online, but intermittingly so through the last few days, some parts of the courses do not open altogether. More frustrating is that there is no email or phone number to contact! Frustrated customer!","Original review: Oct. 22, 2022",1
36,"Resolution response: Sept. 5, 2022Misunderstanding,Original review: Aug. 3, 2022Web courses logged me out automatically and suddenly, I have to spend times and times on talking to the robo and chat with typing and even the chat person will left the chat room suddenly without notification. Udemy totally wiped out my purchase histories even before I finished my courses (it says lifetime accesses). Time is very valuable for everyone, it is wasting my precious time, I have to spend more time to find my receipt and show the proof that I paid for and the only communication is the emails and typing. if you call the phone number, they will not answer, only asking you to go back to the website to email and wait.I do not want to get refund, I just want to finish the courses. Instructor is great, But not good experience with Udemy at all. It is provider's duty to keep the consumer's account history, they should not wipe out the history including payments, and ask consumer to find the proof. It is not the Money, it is time which is more precious. Be aware!
                    Read full review
                ","Original review: Oct. 12, 2022",5
37,"Original review: March 18, 2022A very absurd act of Udemy! I'm Vietnamese in Russia, I've been buying and studying Udemy's courses all year. I paid all for a course and it is Udemy's obligation to deliver the course according to my bill, but now why won't udemy let me continue my studies just because I'm in Russia? This action is a blatant act of stealing and appropriating property in a blatant manner. Udemy is in serious violation of consumer protection laws or frankly a SCAM (because Udemy collected my money but did NOT provide a commensurate service). A place related to education but blatantly cheating and appropriating users' assets, how does Udemy claim to be an educational tool - a civilized tool? You are behaving like a prehistoric and uncultured person. Such a tool is not qualified to teach other people how to be human. I give up Udemy forever because you are not fit for the role of imparting knowledge. PS: Who are we? We are just consumers, how can we influence the political situation of the ""big guys""? What an insult.
                    Read full review
                ","Original review: Sept. 25, 2022",4
38,"Original review: Jan. 27, 2022I have been an Udemy customer for more than a decade. I bought courses and have more than 100 titles that I have archived and used for reference when needed. I got excellent support for getting some discount codes when prices were too high. My purchases were high and also refunds. Refunds were requested because the course did not meet my expectations. Udemy has an apparent and unambiguous refund policy where if you are not satisfied for any reason, a refund will be processed with no questions asked.My recent purchase from Udemy was below standard and an outdated course. I wonder why Udemy cannot vet the instructors for their content. They want to promote some of the offered courses with no quality in mind. My request for a refund has been flagged. Their support process is very cumbersome. I finally managed to speak on a chat with a rep who seemed to understand my predicament and has escalated the issue for a refund. The moral of the story: stay away from Udemy as there are other good places to get online courses.
                    Read full review
                ","Original review: Aug. 31, 2022",1
39,"Original review: Jan. 25, 2022This Site shows you every type of content and when you purchase it, they will play once or twice and after that they will block your account saying that you have violated their policies and after that they will never communicate with you. Even after sending them multiple emails. Contacting them is a headache, if you check their chat support they would just create a ticket and tell that our concerned team would contact you. Now their team is so busy that they would contact after two days and if you reply on their emails that I have not violated any terms and want to communicate they will never reply to your emails. This is my experience purchased the subscription and not able to use it. They are not ever refunding my money as well. Therefore they only swallow the money.","Resolution response: Sept. 5, 2022",1
40,"Original review: Jan. 18, 2023I bought a course and few days later found the course is on sale. So I requested for a refund, explaining the sale price issue. So customer support will either refund me the full money or send me an email to confirm if I am ok with a price adjustment. Instead of doing that they considered my case as Partial Refund for their convenience and issued me partial refund. I emailed them that I am expecting a full refund and then their customer care started playing with words that my initial reason made her THOUGHT I am asking for a price adjustment hence a partial refund. Anyway, later she confirmed that she has initiated a full refund and would get the money in 5-10 business days. I waited 15 days and no money was refunded, for which I had to reach their customer support again and had to go through the whole thing one more time. This time she informed that the refund was issued but it was stuck on her side (maybe they were expecting that I will forget and when I get back to them after a certain period of time, they will deny me the refund). Finally, I got informed after 15 days that I have to wait more 5-10 business days in order to get the full money back. I am in doubt whether I will receive the money or not but surely it was a horrible experience. They have zero knowledge about customer support (A.K.A customer harassment) and what makes it worse is they try to push sale. I have never expected such experience from UDEMY, because I have purchased many course from them. No more UDEMY purchase from me and would suggest others to look for other places.
                    Read full review
                ","Original review: Aug. 3, 2022",1
41,"Original review: Dec. 30, 2022I purchased a guitar course for $50.00, Udemy said that I had a month to review the course and if for any reason I don’t like it, I could cancel it and get my money back, not true after 1 month, I never got my money back, there no telephone number to call, please never, please never buy anything from Udemy, I don’t recommend buying anything from Udemy.","Original review: March 18, 2022",1
42,"Original review: Oct. 22, 2022I had audio problems halfway into my course and could not solve the issue with their recommendations. I gave put in a request for a refund and have not received this. Contacting them is futile. Buyer beware…. Do not use this site.","Original review: Jan. 27, 2022",1
43,"Original review: Oct. 12, 2022I paid for a Python course and since it was very old and with errors I asked for a refund. They offered me another course, which turned out to be like the first. I wrote to the author that there were mistakes to correct them, but he did not answer me. They didn't refund my money either.","Original review: Jan. 25, 2022",3
44,"Original review: Sept. 25, 2022Hello, I have taken some Udemy courses. Some were quite good. But be careful of the ones that ask personal data from you. Some pretend it is for certification, but they may abuse it. In my case, I never share my email address with people I do not know, but I gave it to a Udemy instructor from India (Advanced Innovation Group Pro Excellence or AIGPE) and clicked on some links that I should have not clicked on. Ever since I have been receiving one after another ransom attack and phishing attempt and you name it. That was my number one email address and basically it is no longer usable. I contacted Udemy but they refused to do anything about it, probably because they just care about the sale, not what happens afterwards.","Original review: Jan. 18, 2023",5
45,"Original review: Aug. 31, 2022While I find the courses I am taking are fairly good, they are only available online, but intermittingly so through the last few days, some parts of the courses do not open altogether. More frustrating is that there is no email or phone number to contact! Frustrated customer!","Original review: Dec. 30, 2022",1
46,"Resolution response: Sept. 5, 2022Misunderstanding,Original review: Aug. 3, 2022Web courses logged me out automatically and suddenly, I have to spend times and times on talking to the robo and chat with typing and even the chat person will left the chat room suddenly without notification. Udemy totally wiped out my purchase histories even before I finished my courses (it says lifetime accesses). Time is very valuable for everyone, it is wasting my precious time, I have to spend more time to find my receipt and show the proof that I paid for and the only communication is the emails and typing. if you call the phone number, they will not answer, only asking you to go back to the website to email and wait.I do not want to get refund, I just want to finish the courses. Instructor is great, But not good experience with Udemy at all. It is provider's duty to keep the consumer's account history, they should not wipe out the history including payments, and ask consumer to find the proof. It is not the Money, it is time which is more precious. Be aware!
                    Read full review
                ","Original review: Oct. 22, 2022",1
47,"Original review: March 18, 2022A very absurd act of Udemy! I'm Vietnamese in Russia, I've been buying and studying Udemy's courses all year. I paid all for a course and it is Udemy's obligation to deliver the course according to my bill, but now why won't udemy let me continue my studies just because I'm in Russia? This action is a blatant act of stealing and appropriating property in a blatant manner. Udemy is in serious violation of consumer protection laws or frankly a SCAM (because Udemy collected my money but did NOT provide a commensurate service). A place related to education but blatantly cheating and appropriating users' assets, how does Udemy claim to be an educational tool - a civilized tool? You are behaving like a prehistoric and uncultured person. Such a tool is not qualified to teach other people how to be human. I give up Udemy forever because you are not fit for the role of imparting knowledge. PS: Who are we? We are just consumers, how can we influence the political situation of the ""big guys""? What an insult.
                    Read full review
                ","Original review: Oct. 12, 2022",1
48,"Original review: Jan. 27, 2022I have been an Udemy customer for more than a decade. I bought courses and have more than 100 titles that I have archived and used for reference when needed. I got excellent support for getting some discount codes when prices were too high. My purchases were high and also refunds. Refunds were requested because the course did not meet my expectations. Udemy has an apparent and unambiguous refund policy where if you are not satisfied for any reason, a refund will be processed with no questions asked.My recent purchase from Udemy was below standard and an outdated course. I wonder why Udemy cannot vet the instructors for their content. They want to promote some of the offered courses with no quality in mind. My request for a refund has been flagged. Their support process is very cumbersome. I finally managed to speak on a chat with a rep who seemed to understand my predicament and has escalated the issue for a refund. The moral of the story: stay away from Udemy as there are other good places to get online courses.
                    Read full review
                ","Original review: Sept. 25, 2022",5
49,"Original review: Jan. 25, 2022This Site shows you every type of content and when you purchase it, they will play once or twice and after that they will block your account saying that you have violated their policies and after that they will never communicate with you. Even after sending them multiple emails. Contacting them is a headache, if you check their chat support they would just create a ticket and tell that our concerned team would contact you. Now their team is so busy that they would contact after two days and if you reply on their emails that I have not violated any terms and want to communicate they will never reply to your emails. This is my experience purchased the subscription and not able to use it. They are not ever refunding my money as well. Therefore they only swallow the money.","Original review: Aug. 31, 2022",4
50,"Original review: Jan. 18, 2023I bought a course and few days later found the course is on sale. So I requested for a refund, explaining the sale price issue. So customer support will either refund me the full money or send me an email to confirm if I am ok with a price adjustment. Instead of doing that they considered my case as Partial Refund for their convenience and issued me partial refund. I emailed them that I am expecting a full refund and then their customer care started playing with words that my initial reason made her THOUGHT I am asking for a price adjustment hence a partial refund. Anyway, later she confirmed that she has initiated a full refund and would get the money in 5-10 business days. I waited 15 days and no money was refunded, for which I had to reach their customer support again and had to go through the whole thing one more time. This time she informed that the refund was issued but it was stuck on her side (maybe they were expecting that I will forget and when I get back to them after a certain period of time, they will deny me the refund). Finally, I got informed after 15 days that I have to wait more 5-10 business days in order to get the full money back. I am in doubt whether I will receive the money or not but surely it was a horrible experience. They have zero knowledge about customer support (A.K.A customer harassment) and what makes it worse is they try to push sale. I have never expected such experience from UDEMY, because I have purchased many course from them. No more UDEMY purchase from me and would suggest others to look for other places.
                    Read full review
                ","Resolution response: Sept. 5, 2022",1
51,"Original review: Dec. 30, 2022I purchased a guitar course for $50.00, Udemy said that I had a month to review the course and if for any reason I don’t like it, I could cancel it and get my money back, not true after 1 month, I never got my money back, there no telephone number to call, please never, please never buy anything from Udemy, I don’t recommend buying anything from Udemy.","Original review: Aug. 3, 2022",1
52,"Original review: Oct. 22, 2022I had audio problems halfway into my course and could not solve the issue with their recommendations. I gave put in a request for a refund and have not received this. Contacting them is futile. Buyer beware…. Do not use this site.","Original review: March 18, 2022",1
53,"Original review: Oct. 12, 2022I paid for a Python course and since it was very old and with errors I asked for a refund. They offered me another course, which turned out to be like the first. I wrote to the author that there were mistakes to correct them, but he did not answer me. They didn't refund my money either.","Original review: Jan. 27, 2022",1
54,"Original review: Sept. 25, 2022Hello, I have taken some Udemy courses. Some were quite good. But be careful of the ones that ask personal data from you. Some pretend it is for certification, but they may abuse it. In my case, I never share my email address with people I do not know, but I gave it to a Udemy instructor from India (Advanced Innovation Group Pro Excellence or AIGPE) and clicked on some links that I should have not clicked on. Ever since I have been receiving one after another ransom attack and phishing attempt and you name it. That was my number one email address and basically it is no longer usable. I contacted Udemy but they refused to do anything about it, probably because they just care about the sale, not what happens afterwards.","Original review: Jan. 25, 2022",1
55,"Original review: Aug. 31, 2022While I find the courses I am taking are fairly good, they are only available online, but intermittingly so through the last few days, some parts of the courses do not open altogether. More frustrating is that there is no email or phone number to contact! Frustrated customer!","Original review: Jan. 18, 2023",3
